invoice_id,vendor_id,vendor_name,vendor_category,region,approver,invoice_date,due_date,payment_terms,invoice_amount,paid_amount,outstanding_balance,payment_date,payment_status,payment_method,days_to_pay,days_early_late,is_on_time,has_discount_terms,discount_rate,discount_captured,discount_amount
AP-0275,VND-012,FacilityPro Services,Facilities,East,Marco Diaz,2025-05-27,2025-06-26,30,4257.58,4257.58,0.0,2025-06-23,Paid,Credit Card,27,3,Yes,Yes,0.01,No,0.0
AP-0276,VND-006,PowerGrid Utilities,Utilities,West,Laura Chen,2026-02-26,2026-03-28,30,9433.1,9433.1,0.0,2026-03-31,Paid,Wire,33,-3,No,Yes,0.01,No,0.0
AP-0277,VND-004,BuildRight Materials,Materials,Central,Pedro Alvarez,2025-11-19,2026-01-18,60,39971.68,39971.68,0.0,2026-01-16,Paid,Check,58,2,Yes,Yes,0.01,No,0.0
AP-0278,VND-008,GreenEnergy Corp.,Utilities,Central,Ana Torres,2025-11-05,2025-11-20,15,3478.96,3478.96,0.0,2025-11-12,Paid,Check,7,8,Yes,Yes,0.02,No,0.0
AP-0279,VND-008,GreenEnergy Corp.,Utilities,West,Pedro Alvarez,2026-05-27,2026-06-26,30,9752.19,0.0,9752.19,,Pending,ACH,,,,Yes,0.01,No,0.0
AP-0280,VND-012,FacilityPro Services,Facilities,East,Marco Diaz,2026-01-10,2026-03-11,60,20029.76,20029.76,0.0,2026-03-18,Paid,Credit Card,67,-7,No,Yes,0.01,No,0.0
AP-0281,VND-025,RapidShip Co.,Logistics,North,Sofia Reyes,2025-09-26,2025-10-11,15,5099.12,0.0,5099.12,,Overdue,ACH,,-232,No,No,0.0,No,0.0
AP-0282,VND-013,SafetyFirst Supplies,Materials,Central,Laura Chen,2026-02-16,2026-04-17,60,5956.53,0.0,5956.53,,Pending,Credit Card,,,,Yes,0.01,No,0.0
AP-0283,VND-010,DataBridge IT,IT,North,Ana Torres,2025-12-01,2025-12-31,30,34304.86,21973.22,12331.64,2025-12-28,Partial,Wire,27,3,Yes,Yes,0.01,No,0.0
AP-0284,VND-010,DataBridge IT,IT,West,Marco Diaz,2025-03-30,2025-04-29,30,74347.08,74347.08,0.0,2025-05-10,Paid,ACH,41,-11,No,Yes,0.01,No,0.0
AP-0285,VND-022,Apex Consulting,Services,South,Sofia Reyes,2025-01-12,2025-02-11,30,9061.81,9061.81,0.0,2025-02-15,Paid,ACH,34,-4,No,No,0.0,No,0.0
AP-0286,VND-024,EliteFacilities Corp.,Facilities,East,Marco Diaz,2025-10-03,2025-11-02,30,26186.88,12242.51,13944.37,2025-11-10,Partial,Check,38,-8,No,Yes,0.01,No,0.0
AP-0287,VND-009,MetalWorks Ltd.,Materials,Central,Sofia Reyes,2026-05-24,2026-06-23,30,23849.49,23849.49,0.0,2026-05-31,Paid,Check,7,23,Yes,Yes,0.01,Yes,238.49
AP-0288,VND-004,BuildRight Materials,Materials,Central,Sofia Reyes,2025-02-15,2025-03-02,15,43217.07,43217.07,0.0,2025-03-06,Paid,Wire,19,-4,No,Yes,0.02,No,0.0
AP-0289,VND-012,FacilityPro Services,Facilities,West,Marco Diaz,2026-03-06,2026-03-21,15,9409.01,0.0,9409.01,,Overdue,Wire,,-71,No,Yes,0.02,No,0.0
AP-0290,VND-011,QuickFreight Inc.,Logistics,East,Sofia Reyes,2026-05-30,2026-06-29,30,13793.19,13793.19,0.0,2026-05-31,Paid,Check,1,29,Yes,Yes,0.01,Yes,137.93
AP-0291,VND-015,ExpressRoute Logistics,Logistics,East,Laura Chen,2026-04-13,2026-05-13,30,1151.41,0.0,1151.41,,Pending,Check,,,,Yes,0.01,No,0.0
AP-0292,VND-020,TrustBuild Facilities,Facilities,South,Pedro Alvarez,2025-07-20,2025-10-18,90,26171.29,9821.65,16349.64,2025-10-26,Partial,Check,98,-8,No,Yes,0.005,No,0.0
AP-0293,VND-001,Acme Supplies Co.,Materials,South,Ana Torres,2025-12-10,2025-12-25,15,2070.18,1373.79,696.39,2025-12-23,Partial,Check,13,2,Yes,Yes,0.02,No,0.0
AP-0294,VND-007,ProStaff Services,Services,Central,Marco Diaz,2025-03-03,2025-06-01,90,38984.69,38984.69,0.0,2025-06-03,Paid,Credit Card,92,-2,No,Yes,0.005,No,0.0
AP-0295,VND-002,TechCore Solutions,IT,South,Ana Torres,2026-04-15,2026-06-14,60,78091.61,0.0,78091.61,,Pending,Credit Card,,,,Yes,0.01,No,0.0
AP-0296,VND-013,SafetyFirst Supplies,Materials,North,Ana Torres,2025-05-14,2025-07-13,60,13365.04,13365.04,0.0,2025-07-16,Paid,ACH,63,-3,No,Yes,0.01,No,0.0
AP-0297,VND-024,EliteFacilities Corp.,Facilities,East,Laura Chen,2025-08-28,2025-10-12,45,4464.69,4464.69,0.0,2025-10-01,Paid,Credit Card,34,11,Yes,Yes,0.015,No,0.0
AP-0298,VND-019,SkyNet IT Solutions,IT,North,Marco Diaz,2026-04-06,2026-05-06,30,39954.13,39954.13,0.0,2026-05-07,Paid,ACH,31,-1,No,Yes,0.01,No,0.0
AP-0299,VND-009,MetalWorks Ltd.,Materials,North,Sofia Reyes,2025-02-11,2025-03-28,45,12321.0,12321.0,0.0,2025-04-03,Paid,Wire,51,-6,No,No,0.0,No,0.0
AP-0300,VND-023,CoolTech Systems,IT,South,Laura Chen,2025-11-03,2025-11-18,15,24512.51,24512.51,0.0,2025-11-11,Paid,Credit Card,8,7,Yes,No,0.0,No,0.0
AP-0301,VND-024,EliteFacilities Corp.,Facilities,Central,Marco Diaz,2025-04-15,2025-07-14,90,28528.59,28528.59,0.0,2025-07-18,Paid,ACH,94,-4,No,Yes,0.005,No,0.0
AP-0302,VND-025,RapidShip Co.,Logistics,South,Marco Diaz,2026-01-17,2026-03-18,60,14039.42,14039.42,0.0,2026-03-03,Paid,Wire,45,15,Yes,No,0.0,No,0.0
AP-0303,VND-003,FastShip Logistics,Logistics,North,Sofia Reyes,2025-05-12,2025-08-10,90,2747.59,992.6,1754.99,2025-08-19,Partial,Wire,99,-9,No,No,0.0,No,0.0
AP-0304,VND-002,TechCore Solutions,IT,South,Ana Torres,2026-05-24,2026-07-23,60,7211.17,0.0,7211.17,,Pending,Credit Card,,,,Yes,0.01,No,0.0
AP-0305,VND-006,PowerGrid Utilities,Utilities,East,Laura Chen,2025-02-05,2025-03-07,30,9404.55,9404.55,0.0,2025-02-26,Paid,Credit Card,21,9,Yes,Yes,0.01,No,0.0
AP-0306,VND-016,CleanWater Utilities,Utilities,West,Ana Torres,2025-03-31,2025-04-15,15,4556.75,4556.75,0.0,2025-04-22,Paid,Credit Card,22,-7,No,Yes,0.02,No,0.0
AP-0307,VND-021,PrimePack Logistics,Logistics,Central,Sofia Reyes,2026-05-07,2026-07-06,60,11345.84,0.0,11345.84,,Overdue,Credit Card,,36,No,Yes,0.01,No,0.0
AP-0308,VND-013,SafetyFirst Supplies,Materials,East,Marco Diaz,2025-08-13,2025-10-12,60,3406.57,3406.57,0.0,2025-10-06,Paid,ACH,54,6,Yes,No,0.0,No,0.0
AP-0309,VND-016,CleanWater Utilities,Utilities,Central,Laura Chen,2025-04-13,2025-05-13,30,4093.93,4093.93,0.0,2025-05-16,Paid,Wire,33,-3,No,Yes,0.01,No,0.0
AP-0310,VND-025,RapidShip Co.,Logistics,South,Ana Torres,2025-06-27,2025-08-26,60,4345.91,2819.68,1526.23,2025-09-08,Partial,Credit Card,73,-13,No,Yes,0.01,No,0.0
AP-0311,VND-001,Acme Supplies Co.,Materials,East,Ana Torres,2026-05-20,2026-06-19,30,28021.98,0.0,28021.98,,Pending,Wire,,,,Yes,0.01,No,0.0
AP-0312,VND-020,TrustBuild Facilities,Facilities,South,Sofia Reyes,2025-12-06,2025-12-21,15,32290.57,32290.57,0.0,2025-12-09,Paid,Credit Card,3,12,Yes,Yes,0.02,Yes,645.81
AP-0313,VND-023,CoolTech Systems,IT,South,Laura Chen,2025-06-01,2025-06-16,15,48995.69,48995.69,0.0,2025-06-25,Paid,ACH,24,-9,No,No,0.0,No,0.0
AP-0314,VND-003,FastShip Logistics,Logistics,East,Pedro Alvarez,2025-11-06,2026-01-05,60,7129.46,7129.46,0.0,2025-12-23,Paid,ACH,47,13,Yes,No,0.0,No,0.0
AP-0315,VND-014,NetConnect Systems,IT,West,Laura Chen,2025-08-17,2025-10-16,60,54914.88,54914.88,0.0,2025-10-16,Paid,Wire,60,0,Yes,No,0.0,No,0.0
AP-0316,VND-006,PowerGrid Utilities,Utilities,North,Ana Torres,2025-07-06,2025-07-21,15,9234.64,0.0,9234.64,,Overdue,Credit Card,,-314,No,No,0.0,No,0.0
AP-0317,VND-008,GreenEnergy Corp.,Utilities,Central,Sofia Reyes,2025-12-06,2026-01-05,30,11307.48,0.0,11307.48,,Overdue,Credit Card,,-146,No,Yes,0.01,No,0.0
AP-0318,VND-006,PowerGrid Utilities,Utilities,North,Laura Chen,2025-09-29,2025-10-14,15,3540.42,3540.42,0.0,2025-10-08,Paid,Credit Card,9,6,Yes,Yes,0.02,No,0.0
AP-0319,VND-004,BuildRight Materials,Materials,North,Sofia Reyes,2026-03-06,2026-06-04,90,48516.89,0.0,48516.89,,Pending,Credit Card,,,,No,0.0,No,0.0
AP-0320,VND-018,BuildFast Materials,Materials,West,Sofia Reyes,2025-06-16,2025-07-16,30,23661.8,23661.8,0.0,2025-07-22,Paid,Credit Card,36,-6,No,No,0.0,No,0.0
AP-0321,VND-004,BuildRight Materials,Materials,North,Laura Chen,2025-06-14,2025-08-13,60,37135.28,12869.32,24265.96,2025-08-27,Partial,Wire,74,-14,No,Yes,0.01,No,0.0
AP-0322,VND-020,TrustBuild Facilities,Facilities,West,Sofia Reyes,2026-03-21,2026-04-20,30,7184.42,0.0,7184.42,,Pending,Credit Card,,,,Yes,0.01,No,0.0
AP-0323,VND-023,CoolTech Systems,IT,Central,Ana Torres,2025-11-01,2025-12-16,45,22816.12,22816.12,0.0,2025-12-16,Paid,Check,45,0,Yes,Yes,0.015,No,0.0
AP-0324,VND-016,CleanWater Utilities,Utilities,South,Sofia Reyes,2026-03-14,2026-03-29,15,1770.61,1770.61,0.0,2026-03-26,Paid,Check,12,3,Yes,No,0.0,No,0.0
AP-0325,VND-007,ProStaff Services,Services,South,Laura Chen,2025-04-29,2025-07-28,90,14409.08,14409.08,0.0,2025-07-28,Paid,ACH,90,0,Yes,Yes,0.005,No,0.0
AP-0326,VND-022,Apex Consulting,Services,East,Sofia Reyes,2026-01-15,2026-02-14,30,35763.23,35763.23,0.0,2026-02-14,Paid,Credit Card,30,0,Yes,Yes,0.01,No,0.0
AP-0327,VND-008,GreenEnergy Corp.,Utilities,East,Ana Torres,2025-04-10,2025-05-10,30,1742.76,1742.76,0.0,2025-05-18,Paid,ACH,38,-8,No,Yes,0.01,No,0.0
AP-0328,VND-025,RapidShip Co.,Logistics,Central,Marco Diaz,2026-03-05,2026-05-04,60,19346.93,0.0,19346.93,,Overdue,ACH,,-27,No,Yes,0.01,No,0.0
AP-0329,VND-008,GreenEnergy Corp.,Utilities,West,Laura Chen,2025-02-05,2025-04-06,60,7780.47,4969.91,2810.56,2025-04-20,Partial,ACH,74,-14,No,No,0.0,No,0.0
AP-0330,VND-005,CloudSys Inc.,IT,North,Pedro Alvarez,2025-08-05,2025-09-04,30,65634.55,65634.55,0.0,2025-09-12,Paid,Wire,38,-8,No,Yes,0.01,No,0.0
AP-0331,VND-021,PrimePack Logistics,Logistics,South,Ana Torres,2025-03-10,2025-05-09,60,2653.52,2653.52,0.0,2025-05-09,Paid,Check,60,0,Yes,Yes,0.01,No,0.0
AP-0332,VND-009,MetalWorks Ltd.,Materials,Central,Pedro Alvarez,2025-04-26,2025-06-25,60,21893.24,21893.24,0.0,2025-06-25,Paid,ACH,60,0,Yes,Yes,0.01,No,0.0
AP-0333,VND-004,BuildRight Materials,Materials,Central,Sofia Reyes,2026-02-25,2026-04-26,60,14678.56,14678.56,0.0,2026-04-08,Paid,Check,42,18,Yes,Yes,0.01,No,0.0
AP-0334,VND-006,PowerGrid Utilities,Utilities,East,Pedro Alvarez,2025-02-09,2025-04-10,60,6238.99,6238.99,0.0,2025-04-18,Paid,Wire,68,-8,No,No,0.0,No,0.0
AP-0335,VND-009,MetalWorks Ltd.,Materials,East,Sofia Reyes,2025-11-15,2025-12-30,45,15456.64,15456.64,0.0,2026-01-01,Paid,Check,47,-2,No,Yes,0.015,No,0.0
AP-0336,VND-004,BuildRight Materials,Materials,South,Marco Diaz,2025-11-25,2026-02-23,90,14932.16,14932.16,0.0,2026-02-25,Paid,Check,92,-2,No,Yes,0.005,No,0.0
AP-0337,VND-014,NetConnect Systems,IT,West,Ana Torres,2025-06-12,2025-06-27,15,9921.27,9921.27,0.0,2025-07-02,Paid,Check,20,-5,No,No,0.0,No,0.0
AP-0338,VND-025,RapidShip Co.,Logistics,Central,Ana Torres,2025-07-17,2025-08-16,30,17628.43,17628.43,0.0,2025-08-18,Paid,ACH,32,-2,No,Yes,0.01,No,0.0
AP-0339,VND-012,FacilityPro Services,Facilities,South,Laura Chen,2026-02-11,2026-05-12,90,22968.52,0.0,22968.52,,Pending,Check,,,,Yes,0.005,No,0.0
AP-0340,VND-020,TrustBuild Facilities,Facilities,West,Marco Diaz,2025-12-19,2026-02-17,60,7395.95,7395.95,0.0,2026-02-17,Paid,Credit Card,60,0,Yes,No,0.0,No,0.0
AP-0341,VND-023,CoolTech Systems,IT,North,Laura Chen,2025-02-20,2025-04-21,60,17218.06,0.0,17218.06,,Overdue,ACH,,-405,No,Yes,0.01,No,0.0
AP-0342,VND-008,GreenEnergy Corp.,Utilities,South,Marco Diaz,2025-01-21,2025-03-22,60,13037.13,13037.13,0.0,2025-03-18,Paid,Check,56,4,Yes,No,0.0,No,0.0
AP-0343,VND-006,PowerGrid Utilities,Utilities,Central,Sofia Reyes,2025-11-09,2025-12-24,45,10834.74,10834.74,0.0,2025-12-24,Paid,Wire,45,0,Yes,No,0.0,No,0.0
AP-0344,VND-013,SafetyFirst Supplies,Materials,East,Pedro Alvarez,2026-04-23,2026-05-23,30,16502.96,16502.96,0.0,2026-05-31,Paid,Check,38,-8,No,Yes,0.01,No,0.0
AP-0345,VND-012,FacilityPro Services,Facilities,Central,Ana Torres,2025-04-21,2025-06-05,45,17897.37,17897.37,0.0,2025-06-06,Paid,Check,46,-1,No,Yes,0.015,No,0.0
AP-0346,VND-011,QuickFreight Inc.,Logistics,East,Laura Chen,2025-06-03,2025-07-03,30,10828.58,10828.58,0.0,2025-07-12,Paid,Check,39,-9,No,Yes,0.01,No,0.0
AP-0347,VND-013,SafetyFirst Supplies,Materials,East,Marco Diaz,2025-10-30,2026-01-28,90,14452.46,14452.46,0.0,2026-01-17,Paid,ACH,79,11,Yes,Yes,0.005,No,0.0
AP-0348,VND-002,TechCore Solutions,IT,Central,Ana Torres,2025-08-16,2025-10-15,60,56473.86,56473.86,0.0,2025-10-22,Paid,Wire,67,-7,No,Yes,0.01,No,0.0
AP-0349,VND-010,DataBridge IT,IT,South,Ana Torres,2025-04-10,2025-05-25,45,40308.57,40308.57,0.0,2025-05-23,Paid,Wire,43,2,Yes,No,0.0,No,0.0
AP-0350,VND-018,BuildFast Materials,Materials,South,Laura Chen,2025-12-30,2026-01-29,30,12719.74,12719.74,0.0,2026-02-03,Paid,ACH,35,-5,No,No,0.0,No,0.0
AP-0351,VND-019,SkyNet IT Solutions,IT,East,Pedro Alvarez,2025-02-24,2025-05-25,90,69979.5,0.0,69979.5,,Overdue,ACH,,-371,No,Yes,0.005,No,0.0
AP-0352,VND-003,FastShip Logistics,Logistics,West,Marco Diaz,2025-11-02,2026-01-01,60,8849.04,8849.04,0.0,2025-12-27,Paid,ACH,55,5,Yes,No,0.0,No,0.0
AP-0353,VND-007,ProStaff Services,Services,East,Pedro Alvarez,2025-11-20,2025-12-20,30,34908.58,34908.58,0.0,2025-12-09,Paid,Credit Card,19,11,Yes,Yes,0.01,No,0.0
AP-0354,VND-011,QuickFreight Inc.,Logistics,North,Sofia Reyes,2025-08-03,2025-09-17,45,15462.67,15462.67,0.0,2025-10-07,Paid,Credit Card,65,-20,No,Yes,0.015,No,0.0
AP-0355,VND-016,CleanWater Utilities,Utilities,North,Marco Diaz,2026-02-18,2026-04-19,60,6720.87,6720.87,0.0,2026-04-17,Paid,Credit Card,58,2,Yes,Yes,0.01,No,0.0
AP-0356,VND-011,QuickFreight Inc.,Logistics,Central,Marco Diaz,2025-09-12,2025-09-27,15,5299.05,5299.05,0.0,2025-09-13,Paid,ACH,1,14,Yes,No,0.0,No,0.0
AP-0357,VND-004,BuildRight Materials,Materials,West,Ana Torres,2025-03-08,2025-04-07,30,41544.5,41544.5,0.0,2025-04-06,Paid,Check,29,1,Yes,Yes,0.01,No,0.0
AP-0358,VND-011,QuickFreight Inc.,Logistics,West,Marco Diaz,2026-01-03,2026-04-03,90,15252.2,0.0,15252.2,,Overdue,Check,,-58,No,Yes,0.005,No,0.0
AP-0359,VND-001,Acme Supplies Co.,Materials,South,Marco Diaz,2025-01-23,2025-02-22,30,30305.26,30305.26,0.0,2025-02-12,Paid,Wire,20,10,Yes,Yes,0.01,No,0.0
AP-0360,VND-021,PrimePack Logistics,Logistics,North,Pedro Alvarez,2025-02-19,2025-03-06,15,13577.43,13577.43,0.0,2025-03-03,Paid,Check,12,3,Yes,Yes,0.02,No,0.0
AP-0361,VND-013,SafetyFirst Supplies,Materials,North,Ana Torres,2025-06-06,2025-09-04,90,11863.76,11863.76,0.0,2025-08-28,Paid,Check,83,7,Yes,Yes,0.005,No,0.0
AP-0362,VND-014,NetConnect Systems,IT,North,Ana Torres,2026-03-05,2026-04-04,30,67298.95,0.0,67298.95,,Pending,Check,,,,Yes,0.01,No,0.0
AP-0363,VND-004,BuildRight Materials,Materials,North,Pedro Alvarez,2025-09-27,2025-10-27,30,41911.94,41911.94,0.0,2025-10-24,Paid,Wire,27,3,Yes,No,0.0,No,0.0
AP-0364,VND-018,BuildFast Materials,Materials,West,Marco Diaz,2025-08-29,2025-10-28,60,2131.42,0.0,2131.42,,Overdue,Credit Card,,-215,No,Yes,0.01,No,0.0
AP-0365,VND-019,SkyNet IT Solutions,IT,West,Marco Diaz,2025-04-14,2025-05-14,30,72858.45,72858.45,0.0,2025-05-16,Paid,ACH,32,-2,No,Yes,0.01,No,0.0
AP-0366,VND-010,DataBridge IT,IT,East,Pedro Alvarez,2025-06-28,2025-07-28,30,70560.53,70560.53,0.0,2025-07-25,Paid,ACH,27,3,Yes,No,0.0,No,0.0
AP-0367,VND-004,BuildRight Materials,Materials,North,Sofia Reyes,2025-06-24,2025-07-24,30,17775.72,0.0,17775.72,,Overdue,ACH,,-311,No,No,0.0,No,0.0
AP-0368,VND-009,MetalWorks Ltd.,Materials,North,Laura Chen,2025-04-27,2025-05-27,30,21237.32,21237.32,0.0,2025-05-20,Paid,Check,23,7,Yes,No,0.0,No,0.0
AP-0369,VND-013,SafetyFirst Supplies,Materials,West,Pedro Alvarez,2025-05-16,2025-06-15,30,35416.15,0.0,35416.15,,Overdue,Wire,,-350,No,Yes,0.01,No,0.0
AP-0370,VND-006,PowerGrid Utilities,Utilities,North,Pedro Alvarez,2025-07-05,2025-10-03,90,9364.19,9364.19,0.0,2025-10-13,Paid,Credit Card,100,-10,No,No,0.0,No,0.0
AP-0371,VND-024,EliteFacilities Corp.,Facilities,South,Pedro Alvarez,2026-02-26,2026-03-28,30,16542.7,16542.7,0.0,2026-03-16,Paid,Credit Card,18,12,Yes,Yes,0.01,No,0.0
AP-0372,VND-001,Acme Supplies Co.,Materials,Central,Ana Torres,2025-04-08,2025-06-07,60,22776.7,22776.7,0.0,2025-06-02,Paid,Wire,55,5,Yes,No,0.0,No,0.0
AP-0373,VND-005,CloudSys Inc.,IT,Central,Ana Torres,2025-06-10,2025-06-25,15,42917.57,42917.57,0.0,2025-06-16,Paid,ACH,6,9,Yes,Yes,0.02,No,0.0
AP-0374,VND-006,PowerGrid Utilities,Utilities,North,Pedro Alvarez,2025-12-05,2026-01-04,30,14567.1,14567.1,0.0,2025-12-30,Paid,Check,25,5,Yes,Yes,0.01,No,0.0
AP-0375,VND-008,GreenEnergy Corp.,Utilities,North,Pedro Alvarez,2025-04-01,2025-06-30,90,12920.54,12920.54,0.0,2025-06-24,Paid,Credit Card,84,6,Yes,Yes,0.005,No,0.0
AP-0376,VND-016,CleanWater Utilities,Utilities,North,Sofia Reyes,2025-02-06,2025-04-07,60,8578.4,8578.4,0.0,2025-03-30,Paid,Credit Card,52,8,Yes,Yes,0.01,No,0.0
AP-0377,VND-010,DataBridge IT,IT,Central,Ana Torres,2025-12-16,2026-03-16,90,32250.69,32250.69,0.0,2026-03-10,Paid,Wire,84,6,Yes,Yes,0.005,No,0.0
AP-0378,VND-015,ExpressRoute Logistics,Logistics,East,Ana Torres,2026-04-09,2026-06-08,60,3166.44,0.0,3166.44,,Pending,Credit Card,,,,No,0.0,No,0.0
AP-0379,VND-021,PrimePack Logistics,Logistics,East,Ana Torres,2025-02-16,2025-03-18,30,18040.67,12109.9,5930.77,2025-03-26,Partial,Check,38,-8,No,Yes,0.01,No,0.0
AP-0380,VND-004,BuildRight Materials,Materials,East,Ana Torres,2025-05-04,2025-06-03,30,46650.38,46650.38,0.0,2025-06-05,Paid,Wire,32,-2,No,Yes,0.01,No,0.0
AP-0381,VND-004,BuildRight Materials,Materials,West,Sofia Reyes,2026-04-14,2026-07-13,90,33605.92,33605.92,0.0,2026-05-31,Paid,ACH,47,43,Yes,No,0.0,No,0.0
AP-0382,VND-017,OfficePro Services,Services,North,Ana Torres,2025-07-01,2025-09-29,90,28597.26,10059.86,18537.4,2025-10-15,Partial,Credit Card,106,-16,No,Yes,0.005,No,0.0
AP-0383,VND-020,TrustBuild Facilities,Facilities,Central,Laura Chen,2025-09-12,2025-11-11,60,11028.66,0.0,11028.66,,Overdue,Credit Card,,-201,No,No,0.0,No,0.0
AP-0384,VND-015,ExpressRoute Logistics,Logistics,South,Marco Diaz,2025-11-18,2026-01-02,45,14525.61,14525.61,0.0,2026-01-05,Paid,Credit Card,48,-3,No,No,0.0,No,0.0
AP-0385,VND-010,DataBridge IT,IT,East,Marco Diaz,2025-04-29,2025-06-28,60,62058.13,62058.13,0.0,2025-07-08,Paid,Wire,70,-10,No,Yes,0.01,No,0.0
AP-0386,VND-022,Apex Consulting,Services,West,Ana Torres,2025-01-14,2025-03-15,60,22341.01,22341.01,0.0,2025-03-13,Paid,Check,58,2,Yes,Yes,0.01,No,0.0
AP-0387,VND-025,RapidShip Co.,Logistics,South,Laura Chen,2025-03-05,2025-04-04,30,14121.3,14121.3,0.0,2025-03-31,Paid,Check,26,4,Yes,Yes,0.01,No,0.0
AP-0388,VND-002,TechCore Solutions,IT,East,Pedro Alvarez,2026-02-03,2026-03-05,30,22819.66,10127.81,12691.85,2026-03-21,Partial,ACH,46,-16,No,No,0.0,No,0.0
AP-0389,VND-002,TechCore Solutions,IT,West,Pedro Alvarez,2025-02-25,2025-04-26,60,5972.39,5972.39,0.0,2025-04-29,Paid,Credit Card,63,-3,No,Yes,0.01,No,0.0
AP-0390,VND-008,GreenEnergy Corp.,Utilities,East,Ana Torres,2025-10-29,2025-11-28,30,7007.82,7007.82,0.0,2025-11-13,Paid,Wire,15,15,Yes,No,0.0,No,0.0
AP-0391,VND-006,PowerGrid Utilities,Utilities,Central,Sofia Reyes,2026-03-15,2026-03-30,15,4547.13,4547.13,0.0,2026-03-30,Paid,Credit Card,15,0,Yes,Yes,0.02,No,0.0
AP-0392,VND-015,ExpressRoute Logistics,Logistics,South,Sofia Reyes,2025-02-22,2025-04-23,60,15699.56,7073.87,8625.69,2025-05-13,Partial,Wire,80,-20,No,Yes,0.01,No,0.0
AP-0393,VND-019,SkyNet IT Solutions,IT,Central,Laura Chen,2025-08-14,2025-10-13,60,76774.08,29149.99,47624.09,2025-10-25,Partial,ACH,72,-12,No,Yes,0.01,No,0.0
AP-0394,VND-018,BuildFast Materials,Materials,West,Sofia Reyes,2025-08-07,2025-09-06,30,33840.05,33840.05,0.0,2025-09-06,Paid,Check,30,0,Yes,Yes,0.01,No,0.0
AP-0395,VND-025,RapidShip Co.,Logistics,Central,Ana Torres,2025-04-28,2025-05-13,15,13709.83,0.0,13709.83,,Overdue,Credit Card,,-383,No,Yes,0.02,No,0.0
AP-0396,VND-020,TrustBuild Facilities,Facilities,Central,Marco Diaz,2026-01-26,2026-03-27,60,32225.77,32225.77,0.0,2026-03-21,Paid,ACH,54,6,Yes,No,0.0,No,0.0
AP-0397,VND-017,OfficePro Services,Services,East,Ana Torres,2025-02-14,2025-05-15,90,13968.06,13968.06,0.0,2025-05-14,Paid,Credit Card,89,1,Yes,Yes,0.005,No,0.0
AP-0398,VND-003,FastShip Logistics,Logistics,North,Marco Diaz,2025-08-04,2025-09-03,30,13736.37,7034.46,6701.91,2025-09-01,Partial,ACH,28,2,Yes,No,0.0,No,0.0
AP-0399,VND-007,ProStaff Services,Services,Central,Pedro Alvarez,2025-01-25,2025-02-24,30,19991.33,19991.33,0.0,2025-03-09,Paid,ACH,43,-13,No,Yes,0.01,No,0.0
AP-0400,VND-018,BuildFast Materials,Materials,North,Ana Torres,2026-02-22,2026-04-08,45,20625.56,0.0,20625.56,,Pending,Wire,,,,Yes,0.015,No,0.0
AP-0401,VND-022,Apex Consulting,Services,North,Ana Torres,2025-02-16,2025-03-18,30,28932.64,0.0,28932.64,,Overdue,ACH,,-439,No,Yes,0.01,No,0.0
AP-0402,VND-004,BuildRight Materials,Materials,East,Laura Chen,2026-03-25,2026-05-09,45,20307.85,0.0,20307.85,,Pending,ACH,,,,No,0.0,No,0.0
AP-0403,VND-008,GreenEnergy Corp.,Utilities,South,Pedro Alvarez,2025-11-02,2025-12-02,30,10320.69,6859.77,3460.92,2025-12-08,Partial,Check,36,-6,No,No,0.0,No,0.0
AP-0404,VND-001,Acme Supplies Co.,Materials,Central,Ana Torres,2025-02-12,2025-03-14,30,2241.43,2241.43,0.0,2025-03-18,Paid,Wire,34,-4,No,Yes,0.01,No,0.0
AP-0405,VND-003,FastShip Logistics,Logistics,East,Marco Diaz,2026-02-27,2026-03-29,30,18206.93,18206.93,0.0,2026-04-02,Paid,Check,34,-4,No,No,0.0,No,0.0
AP-0406,VND-009,MetalWorks Ltd.,Materials,South,Sofia Reyes,2026-04-18,2026-05-03,15,32944.38,0.0,32944.38,,Pending,Wire,,,,Yes,0.02,No,0.0
AP-0407,VND-007,ProStaff Services,Services,Central,Pedro Alvarez,2025-05-12,2025-07-11,60,27837.94,27837.94,0.0,2025-07-21,Paid,Check,70,-10,No,Yes,0.01,No,0.0
AP-0408,VND-003,FastShip Logistics,Logistics,South,Laura Chen,2025-12-03,2026-03-03,90,12710.51,12710.51,0.0,2026-02-25,Paid,Credit Card,84,6,Yes,Yes,0.005,No,0.0
AP-0409,VND-011,QuickFreight Inc.,Logistics,West,Marco Diaz,2025-09-10,2025-11-09,60,15927.54,15927.54,0.0,2025-11-06,Paid,ACH,57,3,Yes,No,0.0,No,0.0
AP-0410,VND-009,MetalWorks Ltd.,Materials,East,Marco Diaz,2026-04-19,2026-07-18,90,23377.18,0.0,23377.18,,Pending,Check,,,,No,0.0,No,0.0
AP-0411,VND-021,PrimePack Logistics,Logistics,Central,Sofia Reyes,2025-07-21,2025-08-20,30,6001.46,6001.46,0.0,2025-08-21,Paid,Check,31,-1,No,No,0.0,No,0.0
AP-0412,VND-017,OfficePro Services,Services,North,Ana Torres,2025-02-07,2025-03-09,30,23408.98,0.0,23408.98,,Overdue,Credit Card,,-448,No,Yes,0.01,No,0.0
